The Pave Margot Set With A 1 Carat Round Lab Diamond,"$2,270","Illuminate your most cherished moments with the brilliance of The Pave Margot engagement ring. The pave band, laden with shimmering diamonds, is just the beginning of the luminous journey. The true distinction lies in the pave diamonds seamlessly set into the prongs, amplifying the sparkle from every perspective and ensuring a radiant display of affection. Dive into a realm of major sparkle, where each diamond mirrors the countless precious moments you share. ",1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-C125-WG-DIA-2ks_0_42d9b273-0389-4d05-9c24-1919d24cd2b2.jpg?v=1716811836&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-C1-WG-DIA-2Ks_0_ff0ada22-67f8-46c6-bb86-16342f87213a.jpg?v=1716799672&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-A19-WG_0_62b9b3ad-021d-4632-83e7-96aea6aea21b.jpg?v=1716811836&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-A19-WG_0_62b9b3ad-021d-4632-83e7-96aea6aea21b.jpg?v=1716811836&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-C37-WG-DIA-2Ks_0_725966ea-22fe-44d5-ba8e-f30271abf273.jpg?v=1716811836&width=800&height=800&crop=center']",1.5mm,0.2 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,E-F,VS1
The Monica Set With A 1 Carat Round Lab Diamond,"$3,420","The Monica is a true masterpiece that combines sleek refinement with icy sparkle. The centerpiece is a magnificent diamond that sparkles from every angle, surrounded by a glittering hidden halo that adds extra brilliance to the already stunning stone. The slender band is adorned with channel set baguette diamonds that perfectly complement the center stone. With its classic elegance and modern sophistication, The Monica engagement ring is the perfect way to celebrate your love story.",1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-R-WG-G2c_0_2410fe65-421d-4da8-87f1-63f05c84d91e_3x_jpg.webp?v=1690853540&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-R-WG-G5d_0_e1977996-fd2b-4eca-a169-1161e4067104_3x_jpg.webp?v=1690853540&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/29a28a945f69c6b2b46be3a9d893a342.jpg?v=1693929313&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/29a28a945f69c6b2b46be3a9d893a342.jpg?v=1693929313&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/389Q-R-WG-G5b_0_97df7f59-682a-4c09-9b9a-e786bc0a05ea_3x_jpg.webp?v=1690853540&width=800&height=800&crop=center']",2.5mm,0.48 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,D-F,VS
The Low Profile Kamellie Set With A 1 Carat Round Lab Diamond,"$2,220","Set with intricate pave diamonds, The Low Profile Kamellie blends the tastefully modern with a timeless classic. The hidden halo ensures there is sparkle coming in from every angle, highlighting your center stone and making it appear larger. The delicate design flatters the finger, while its low profile makes it practical for even the busiest hands.",1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-R-WG_attoH8EcJAtzPTyZa_72431e5b-f9d1-4500-8910-b08853d45c3f.jpg?v=1714983988&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/301Q-ER-R-WG_attNfcZmZsSlL8fEs_f2deec98-9a93-4e85-bffc-1146b78d9a5e.jpg?v=1714983988&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_4f0365eb-3b4e-412b-bc72-89e879ab4c9c.jpg?v=1693928357&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/18c96568fc00d97e959a66dabc308fcb_4f0365eb-3b4e-412b-bc72-89e879ab4c9c.jpg?v=1693928357&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png']",1.5mm,0.25 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,Low,1,D-F,VS
The Halo Stephanie Set With A 1 Carat Round Lab Diamond,"$2,770","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C125-WG-DIA-2ks_0.jpg?v=1699446141&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C1-WG-DIA-2Ks_0.jpg?v=1699446141&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0.jpg?v=1699440630&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-WG_0.jpg?v=1699440630&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/415Q-ER-R-C37-WG-DIA-2Ks_0_33361c14-285a-40f3-b9eb-385067cb1976.jpg?v=1699446142&width=800&height=800&crop=center']",1.5mm,0.3 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,Medium,1,D-F,VS
The Razor Kamellie Set With A 1 Carat Round Lab Diamond,"$1,770",slim knife-edge band,1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-R-WG_attlXkCUY8niFIlPQ_1b8563e4-9da5-4702-a28f-21d04a73dd3f.jpg?v=1714940747&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-R-WG_attrqmVhI9AclZpaA_5be76dde-ae2f-4c55-b47e-87fa2e18b4df.jpg?v=1714940747&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/294Q-ER-R-WG_att3L88CoOFAMwu5B_eaba515a-cf95-408f-82a2-ca6d42601476.jpg?v=1714940747&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b1e18bb76d59fc0274d9dfa88cefbee3.jpg?v=1693933951&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b1e18bb76d59fc0274d9dfa88cefbee3.jpg?v=1693933951&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png']",1.8mm,0.12 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,D-F,VS
The Zoey Set With A 1 Carat Round Lab Diamond,"$2,520",criss-cross engagement ring,1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-ER-R-WG_attIEmKvpumcfYI23_77a36b27-1515-4854-8326-772b61ec3783.jpg?v=1714946789&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-ER-R-WG_attdLTWE1FEXsBhhr_04345a3b-8559-49f7-9718-9ab44581477d.jpg?v=1714946789&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f.jpg?v=1693995970&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/8cc80d5cfd2a383ae98b5768dec1e95f.jpg?v=1693995970&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/290Q-ER-R-WG_attGYiHXY4ZIJHnqP_02e72dd6-0deb-43f2-8f8a-546d6cfaf82b.jpg?v=1714946789&width=800&height=800&crop=center']",2.0mm,0.35 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,D-F,VS
The Stephanie Set With A 1 Carat Round Lab Diamond,"$2,370","Step into a more romantic era with The Stephanie, a vintage-style engagement ring that exquisitely captures the essence of the Belle Epoque. Featuring intricate milgrain detailing and a high profile, it beautifully compliments all center stones, highlighting their clarity and brilliance. Its elegant curves and detailed band are reminiscent of the intricate designs of the early 20th century, making it an ideal choice for those who are drawn to romance and nostalgia.",1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/414Q-ER-R-WG_attI8AlbFq6k0UoUR_8bb93299-d754-4f51-9a21-ed6a1b505858.jpg?v=1714984379&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/414Q-ER-R-WG_attqxwdYOJu1Aft4E_620e2960-e84f-45aa-9d09-5aa47208675d.jpg?v=1714984378&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/414Q-ER-R-A19-WG_0_0a4efd55-113d-4cc6-ab6a-07d604a57920.jpg?v=1699437792&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/414Q-ER-R-A19-WG_0_0a4efd55-113d-4cc6-ab6a-07d604a57920.jpg?v=1699437792&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png']",1.5mm,0.1 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,D-F,VS
The Nova Set With A 1 Carat Round Lab Diamond,"$2,520","Introducing The Nova: a masterpiece of design that elevates the concept of the side stone engagement ring to dazzling new heights. This high-profile ring is a celebration of symmetry and sparkle, featuring two mirror-image marquise diamonds on each shoulder that perfectly frame the center stone, enhancing its brilliance and beauty. Embrace the opportunity to make a bold statement of love with The Nova, a ring that promises to be as enduring and unforgettable as your love.",1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-C125-WG-DIA-2ks_0.jpg?v=1707122691&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-C1-WG-DIA-2Ks_0.jpg?v=1707122691&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-A19-WG_0.jpg?v=1707122691&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-A19-WG_0.jpg?v=1707122691&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-C37-WG-DIA-2Ks_0.jpg?v=1707122691&width=800&height=800&crop=center']",2.0mm,0.25 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,E-F,VS
The Jade Set With A 1 Carat Round Lab Diamond,"$2,820","The Jade stunning split shank design features a delicate band with dynamic sparkle. A shimmering row of pave diamonds splits, continuing up the base of each prong to meet at a subtle point before descending into a diamond-studded bridge. The setting boasts glittering brilliance from all angles, making your center stone appear larger while a slimming silhouette elongates the finger. ",1,Round,14k White Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-R-WG-G5b_0_74c04cf4-b391-4381-9ccd-cec2d409cf94.jpg?v=1704361311&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-R-WG-G2c_0_6db3e9a5-f543-45ee-be8b-727d014d97df.jpg?v=1704361311&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-R-WG-G5d_0_e189b68e-8a3f-4811-9730-2e2b28cf4a0f.jpg?v=1704361311&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-ER-R-WG_att7GDUActcedVx3v_c0b9c882-a035-477a-b39e-3555e3f33a9c.jpg?v=1714984060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-ER-R-WG_attPuaq3wZR6JYuG3_eef9cc35-8c18-4877-b875-049bb3a2970f.jpg?v=1714984060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/374Q-ER-R-WG_attTN1j9Do6pKSr80_1c278e94-cc8b-40cf-9f5d-a7bd41ebffcd.jpg?v=1714984060&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/3b6cc678363c8165509177f6c899a63a.jpg?v=1693926425&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/3b6cc678363c8165509177f6c899a63a.jpg?v=1693926425&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png']",1.8mm,0.3 ct,14k White Gold,58.5% Gold,25.4% Copper,8.7% Zinc,7.3% Nickel,D-F,VVS,High,1,D-F,VS
The Pave Margot Set With A 1 Carat Round Lab Diamond,"$2,270","Illuminate your most cherished moments with the brilliance of The Pave Margot engagement ring. The pave band, laden with shimmering diamonds, is just the beginning of the luminous journey. The true distinction lies in the pave diamonds seamlessly set into the prongs, amplifying the sparkle from every perspective and ensuring a radiant display of affection. Dive into a realm of major sparkle, where each diamond mirrors the countless precious moments you share. ",1,Round,14k Yellow Gold,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-C125-WG-DIA-2ks_0_42d9b273-0389-4d05-9c24-1919d24cd2b2.jpg?v=1716811836&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-C1-WG-DIA-2Ks_0_ff0ada22-67f8-46c6-bb86-16342f87213a.jpg?v=1716799672&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-A19-WG_0_62b9b3ad-021d-4632-83e7-96aea6aea21b.jpg?v=1716811836&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-A19-WG_0_62b9b3ad-021d-4632-83e7-96aea6aea21b.jpg?v=1716811836&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/870403/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/412Q-ER-R-C37-WG-DIA-2Ks_0_725966ea-22fe-44d5-ba8e-f30271abf273.jpg?v=1716811836&width=800&height=800&crop=center']",1.5mm,0.2 ct,14k Yellow Gold,58.5% Gold,30.5% Copper,6.1% Silver,4.7% Zinc,D-F,VVS,High,1,E-F,VS1
