The Pave Kamellie Set With A 1 Carat Round Lab Diamond,"$2,420",classic solitaire engagement ring,1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162QS-ER-R-RG_atteHDEUOXKP4SElz_883d901c-c2ba-4640-b2a2-c2f103cc962c.jpg?v=1714940689&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162QS-ER-R-RG_attzLRefMb8pKX4gQ_ec9c5d54-25b5-42c9-bfd4-a1e85bfd0bf3.jpg?v=1714940689&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b46b8bc7f07ed46eec1810391ac2d776.jpg?v=1693932810&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b46b8bc7f07ed46eec1810391ac2d776.jpg?v=1693932810&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162QS-ER-R-RG_attf4UY7BKI1D7PFU_deb1619e-6b36-4254-b15d-d655596000a1.jpg?v=1714940689&width=800&height=800&crop=center']",1.5mm,0.25 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,1,D-F,VS
The Halo Stephanie Set With A 1 Carat Round Lab Diamond,"$3,070","The Halo Stephanie is a stunning halo engagement ring that combines timeless elegance with contemporary brilliance. The vintage-inspired design adds a touch of romance and sophistication, making it the perfect choice for those who appreciate the charm of bygone eras, while the diamond halo enhances the center stone's brilliance, creating a dazzling display of light and sparkle. This ring is a celebration of love, style, and timeless beauty, making it the perfect choice for the moment you say, ""Forever.""",1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C125-RG-DIA-2ks_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C1-RG-DIA-2Ks_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-A19-RG_0.jpg?v=1699440643&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/415Q-ER-R-C37-RG-DIA-2Ks_0.jpg?v=1699440643&width=800&height=800&crop=center']",1.5mm,0.3 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Medium,1,D-F,VS
The Madison Set With A 1 Carat Round Lab Diamond,"$2,470","Unveil a world of timeless elegance with The Madison — a solitaire engagement ring designed for those who treasure simplicity yet demand excellence. With its sleek, minimalist design, The Madison places the spotlight firmly on the center stone, allowing its inherent beauty to captivate and enchant. Its understated grace serves as the perfect stage, ensuring that the diamond or gemstone you choose will sparkle with unparalleled clarity and fire. For moments that deserve more than words, let The Madison speak. ",1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/378Q-R-RG-G2c_0_607376cf-418b-49e2-ac69-a3bae8a89b22_3x_jpg.webp?v=1690852529&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/378Q-R-RG-G5d_0_1ebad328-a98c-4110-9885-11c1cd3c3019_3x_jpg.webp?v=1690852530&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/393cc41e508648a55e81ea459832fc6a.jpg?v=1693928738&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/393cc41e508648a55e81ea459832fc6a.jpg?v=1693928738&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/378Q-R-RG-G5b_0_1907d3b3-c7a9-4bf4-8d93-5671ecbe3955_3x_jpg.webp?v=1690852529&width=800&height=800&crop=center']",1.8mm,0.15 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,1,D-F,VS
The Lia Set With A 1 Carat Round Lab Diamond,"$2,520","harmony with its pave-set diamond accents. The rounded side stones add size and brilliance to a ring for a chic but head-turning setting. For a chunky ring head that slenderizes the hand, look at elongated shapes: oval, pear, etc.",1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/211Q-ER-R-RG_HAND2_dcc3d5d6-488b-4588-9642-19b979a25f6e_3x_jpg.webp?v=1690851474&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/211Q-ER-R-RG_HAND3_98cdd608-3a5c-4c96-925e-95d48594f9e8_3x_jpg.webp?v=1690851475&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b28731734ed289e3593aa02b0ad79844.jpg?v=1693928031&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/b28731734ed289e3593aa02b0ad79844.jpg?v=1693928031&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/211Q-ER-R-RG_HAND1_8391cce0-a2ef-42cd-b31e-26e9a9639f35_3x_jpg.webp?v=1690851473&width=800&height=800&crop=center']",1.8mm,0.2 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Medium,1,D-F,VS
The Naomi Set With A 1 Carat Round Lab Diamond,"$2,620","Introducing The Naomi engagement ring, a modern masterpiece guaranteed to garner an avalanche of compliments. This stunning ring features a simple yet sophisticated band with elegantly decorated shoulders, perfectly complemented by dazzling round and pear-cut side stones. The pièce de résistance is the opulent hidden halo, adding an extra touch of brilliance and luxury. The Naomi is the epitome of contemporary elegance, making it a perfect choice for those who desire a ring that is both stylish and timeless.",1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/217Q-ER-R-RG_HAND2_3x_jpg_58f82fe8-13dd-4b70-bd4f-733fafdc3f3a.webp?v=1690980137&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/217Q-ER-R-RG_HAND3_3x_jpg_afb4dffa-94f8-4745-91b9-4113f24e4024.webp?v=1690980138&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/84ca8cf68e5f8c6d2f79f0fb8604df13.jpg?v=1693929422&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/84ca8cf68e5f8c6d2f79f0fb8604df13.jpg?v=1693929422&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/217Q-ER-R-RG_HAND1_3x_jpg_330c103b-2a72-4afc-b4ac-05c465d32b87.webp?v=1690980138&width=800&height=800&crop=center']",1.6mm,0.25 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Medium,1,D-F,VS
The Nova Set With A 1 Carat Round Lab Diamond,"$2,820","Introducing The Nova: a masterpiece of design that elevates the concept of the side stone engagement ring to dazzling new heights. This high-profile ring is a celebration of symmetry and sparkle, featuring two mirror-image marquise diamonds on each shoulder that perfectly frame the center stone, enhancing its brilliance and beauty. Embrace the opportunity to make a bold statement of love with The Nova, a ring that promises to be as enduring and unforgettable as your love.",1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-C125-RG-DIA-2ks_0.jpg?v=1707122705&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-C1-RG-DIA-2Ks_0.jpg?v=1707122705&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-A19-RG_0.jpg?v=1707122705&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-A19-RG_0.jpg?v=1707122705&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/424Q-ER-R-C37-RG-DIA-2Ks_0.jpg?v=1707122705&width=800&height=800&crop=center']",2.0mm,0.25 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,1,E-F,VS
The Sandra Set With A 1 Carat Round Lab Diamond,"$2,170","Elegance, sophistication, and romance converge in The Sandra. This exceptional ring boasts a stunning hidden halo design that encircles the center diamond, casting a truly enchanting and radiant aura. With its graceful, low-profile silhouette and unparalleled sparkle, this ring encapsulates the very essence of luxury and enduring beauty. It beckons you to explore its depths, to uncover the sublime beauty that each facet of the diamond and every curve of its design hold. ",1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/411Q-R-C125-RG-DIA-2ks_0_31fa3ecd-4172-4818-a1d6-e98777d8275a.jpg?v=1694797793&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/411Q-R-C1-RG-DIA-2Ks_0_6ba90f40-3b21-4de0-88a9-3993311ca317.jpg?v=1694797793&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/411Q-R-A19-RG_0_a01a42f2-9279-4043-b8c2-4dd3a7fb1c9b.jpg?v=1694797792&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/411Q-R-A19-RG_0_a01a42f2-9279-4043-b8c2-4dd3a7fb1c9b.jpg?v=1694797792&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/411Q-R-C37-RG-DIA-2Ks_0_89697679-ce8f-43c2-9bd3-f9510c62ad56.jpg?v=1694797792&width=800&height=800&crop=center']",1.5mm,0.15 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,Low,1,D-F,VS
The Lucia Set With A 1 Carat Round Lab Diamond,"$3,420",Lucia,1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/311Q-ER-R-RG-G5b_4c387546-ba90-4db8-8b14-904569379fa8_3x_jpg.webp?v=1698663601&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/311Q-ER-R-RG-G2c_118ae8c3-dee7-4edc-8d7c-597ab1a78afe_3x_jpg.webp?v=1698663601&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/311Q-ER-R-RG-G5d_bf8620ea-49f4-4f0c-aa68-ec0668981e32_3x_jpg.webp?v=1698663601&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0870b27cfb28994e390f28f96527f55a.jpg?v=1693928596&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/0870b27cfb28994e390f28f96527f55a.jpg?v=1693928596&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/311Q-ER-R-RG-A3_a2b91081-8512-4302-93da-125d98a7d6e5_3x_jpg.webp?v=1698663601&width=800&height=800&crop=center']",2.0mm,0.46 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,1,D-F,VS
The Nicole Set With A 1 Carat Round Lab Diamond,"$2,420","Presenting The Nicole, a hidden halo engagement ring designed for those who appreciate the beauty of subtlety and the elegance of fine details. Twin marquise diamonds add a touch of vintage charm, enhancing the overall elegance of the ring. The Nicole is an ideal choice for those who cherish subtlety, sophistication, and a touch of unexpected delight in their jewelry.",1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/products/422Q-ER-R-C125-RG-DIA-2ks_0.jpg?v=1703409725&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/422Q-ER-R-C1-RG-DIA-2Ks_0.jpg?v=1703409725&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/422Q-ER-R-A19-RG_0.jpg?v=1703409725&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/422Q-ER-R-A19-RG_0.jpg?v=1703409725&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/products/422Q-ER-R-C37-RG-DIA-2Ks_0.jpg?v=1703409725&width=800&height=800&crop=center']",1.7mm,0.2 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,1,D-F,VS
The Kamellie Set With A 1 Carat Round Lab Diamond,"$1,970","Discover The Kamellie, a Keyzar bestseller that epitomizes timeless elegance. This exquisite solitaire engagement ring features a sleek and slender band that offers a modern touch while ensuring the center stone remains the star. What sets The Kamellie apart is its hidden halo, adding a secret sparkle that enhances the ring's brilliance without overpowering its classic design. Perfect for those who appreciate the subtle sophistication, The Kamellie is a beautiful testament to your enduring love.",1,Round,,"['https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-RG_atte76IU3anah8EzY_935f3efe-ca71-46e4-b22e-0a7f7b30c46c.jpg?v=1715006052&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-RG_attANx2jaV4cgbGDv_02e74b75-e4c2-44b2-9742-c551a2cc0e2d.jpg?v=1715006050&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/4bd15a7588e11b4030e883b7212bf46f.jpg?v=1693927211&width=800&height=800&crop=center', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/4bd15a7588e11b4030e883b7212bf46f.jpg?v=1693927211&width=800&height=800&crop=center', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/hand-with-setting-23F6JYZ6.png', 'https://cdn.shopify.com/oxygen-v2/24658/9071/18525/874632/build/_assets/RoundShapeStoneSolo-MHTOVVUU.png', 'https://cdn.shopify.com/s/files/1/0039/6994/1568/files/162Q-ER-R-RG_HAND3_e50ba825-80d6-449b-9092-9b68ad9c22d8_3x_jpg.webp?v=1690893140&width=800&height=800&crop=center']",1.5mm,0.08 ct,18k Rose Gold,75% Gold,21.8% Copper,2.2% Silver,0.8% Zinc,D-F,VVS,High,1,D-F,VS
